 1,29704,30796,1092
 2,31120,31156,36
 3,31192,31240,48
 4,31312,31364,52
 5,31432,31468,36
 6,31532,31568,36
 7,31648,31688,40
 8,31764,31804,40
 9,31876,31892,16
 10,31956,31992,36
 11,32048,32100,52
 12,32148,32176,28
 13,32240,32268,28
 14,32336,32400,64
 15,32448,32480,32
 16,32560,32604,44
 17,32648,32676,28
 18,32728,32760,32
 19,32824,32852,28
 20,32920,33008,88
 21,33072,33092,20
 22,33148,33176,28
 23,33248,33276,28
 24,33396,33424,28
 25,33476,33504,28
 26,33576,33600,24
 27,33668,33696,28
 28,33740,33768,28
 29,33832,33860,28
 30,33952,33992,40
 31,34036,34060,24
 32,34124,34144,20
 33,34212,34240,28
 34,34288,34316,28
 35,34372,34396,24
 36,34468,34520,52
 37,34812,34840,28
 38,34904,34936,32
 39,34996,35024,28
 40,35108,35136,28
 41,35192,35220,28
 42,35300,35324,24
 43,35376,35404,28
 44,35476,35516,40
 45,35576,35608,32
 46,35676,35712,36
 47,35776,35808,32
 48,35872,35904,32
 49,35964,35996,32
 50,36060,36088,28
 51,36144,36180,36
 52,36256,36296,40
 53,36376,36408,32
 54,36460,36496,36
 55,36564,36600,36
 56,36676,36704,28
 57,36760,36792,32
 58,36868,36896,28
 59,36960,36988,28
 60,37024,37052,28
 61,37120,37160,40
 62,37232,37264,32
 63,37320,37344,24
 64,37404,37432,28
 65,37492,37516,24
 66,37576,37600,24
 67,37644,37672,28
 68,37752,37780,28
 69,37844,37880,36
 70,37976,38004,28
 71,38060,38092,32
 72,38160,38196,36
 73,38268,38292,24
 74,38356,38384,28
 75,38452,38484,32
 76,38536,38564,28
 77,38620,38652,32
 78,38712,38756,44
 79,38824,38864,40
 80,39172,39208,36
 81,39280,39316,36
 82,39368,39396,28
 83,39460,39484,24
 84,39548,39628,80
 85,39648,39668,20
 86,39724,39760,36
 87,39836,39868,32
 88,39924,39960,36
 89,40012,40044,32
 90,40088,40124,36
 91,40200,40236,36
 92,40288,40316,28
 93,40396,40424,28
 94,40480,40504,24
 95,40572,40600,28
 96,40656,40684,28
 97,40744,40768,24
 98,40840,40872,32
 99,40932,40972,40
 100,41024,41056,32
