 1,15080,16188,1108
 2,16800,16812,12
 3,16844,16844,0
 4,16924,16924,0
 5,16984,16984,0
 6,17036,17036,0
 7,17084,17084,0
 8,17148,17148,0
 9,17200,17200,0
 10,17248,17248,0
 11,17292,17292,0
 12,17348,17348,0
 13,17404,17404,0
 14,17456,17456,0
 15,17516,17516,0
 16,17552,17552,0
 17,17608,17608,0
 18,17668,17668,0
 19,17708,17708,0
 20,17764,17764,0
 21,17816,17824,8
 22,17848,17848,0
 23,17912,17912,0
 24,17960,17960,0
 25,18012,18012,0
 26,18064,18064,0
 27,18112,18112,0
 28,18164,18164,0
 29,18204,18204,0
 30,18240,18240,0
 31,18296,18296,0
 32,18344,18344,0
 33,18376,18376,0
 34,18416,18416,0
 35,18472,18472,0
 36,18524,18524,0
 37,18580,18580,0
 38,18604,18604,0
 39,18648,18656,8
 40,18688,18688,0
 41,18744,18744,0
 42,18780,18780,0
 43,18824,18824,0
 44,18884,18884,0
 45,18932,18932,0
 46,18968,18968,0
 47,19012,19012,0
 48,19072,19072,0
 49,19116,19116,0
 50,19164,19172,8
 51,19240,19240,0
 52,19284,19284,0
 53,19328,19328,0
 54,19364,19364,0
 55,19424,19424,0
 56,19552,19556,4
 57,19600,19600,0
 58,19644,19644,0
 59,19680,19680,0
 60,19712,19712,0
 61,19776,19776,0
 62,19828,19828,0
 63,19876,19876,0
 64,19928,19928,0
 65,19960,19960,0
 66,20016,20016,0
 67,20072,20072,0
 68,20108,20120,12
 69,20148,20148,0
 70,20208,20208,0
 71,20260,20260,0
 72,20300,20300,0
 73,20332,20332,0
 74,20396,20396,0
 75,20448,20448,0
 76,20512,20512,0
 77,20544,20544,0
 78,20612,20612,0
 79,20648,20648,0
 80,20692,20692,0
 81,20744,20744,0
 82,20808,20808,0
 83,20864,20864,0
 84,20920,20920,0
 85,20988,20988,0
 86,21032,21032,0
 87,21084,21084,0
 88,21136,21136,0
 89,21184,21184,0
 90,21248,21248,0
 91,21304,21304,0
 92,21336,21336,0
 93,21376,21376,0
 94,21428,21428,0
 95,21488,21488,0
 96,21524,21524,0
 97,21572,21572,0
 98,21592,21592,0
 99,21656,21656,0
 100,21708,21724,16
 101,21780,21780,0
 102,21848,21856,8
 103,21876,21876,0
 104,21944,21944,0
 105,22000,22000,0
 106,22052,22052,0
 107,22088,22088,0
 108,22136,22136,0
 109,22176,22176,0
 110,22300,22300,0
 111,22360,22360,0
 112,22412,22412,0
 113,22456,22456,0
 114,22504,22504,0
 115,22548,22548,0
 116,22596,22596,0
 117,22656,22656,0
 118,22708,22708,0
 119,22764,22764,0
 120,22820,22820,0
 121,22880,22880,0
 122,22920,22920,0
 123,22968,22976,8
 124,23024,23024,0
 125,23092,23092,0
 126,23156,23168,12
 127,23216,23216,0
 128,23256,23256,0
 129,23300,23300,0
 130,23336,23336,0
 131,23380,23392,12
 132,23456,23456,0
 133,23496,23496,0
 134,23528,23528,0
 135,23580,23580,0
 136,23648,23648,0
 137,23688,23688,0
 138,23732,23732,0
 139,23772,23772,0
 140,23828,23828,0
 141,23872,23872,0
 142,23932,23932,0
 143,23968,23968,0
 144,24028,24028,0
 145,24064,24064,0
 146,24128,24128,0
 147,24180,24180,0
 148,24224,24224,0
 149,24284,24284,0
 150,24344,24344,0
 151,24400,24400,0
 152,24448,24448,0
 153,24488,24488,0
 154,24528,24528,0
 155,24584,24596,12
 156,24640,24640,0
 157,24676,24676,0
 158,24716,24716,0
 159,24748,24748,0
 160,24792,24792,0
 161,24844,24844,0
 162,24884,24884,0
 163,24944,24944,0
 164,24988,24988,0
 165,25020,25020,0
 166,25080,25080,0
 167,25116,25116,0
 168,25168,25168,0
 169,25216,25216,0
 170,25296,25296,0
 171,25336,25336,0
 172,25432,25432,0
 173,25472,25472,0
 174,25516,25532,16
 175,25576,25576,0
 176,25616,25616,0
 177,25672,25672,0
 178,25720,25720,0
 179,25784,25784,0
 180,25828,25828,0
 181,25872,25872,0
 182,25928,25928,0
 183,25968,25968,0
 184,26008,26008,0
 185,26064,26064,0
 186,26108,26108,0
 187,26164,26164,0
 188,26220,26220,0
 189,26256,26256,0
 190,26316,26316,0
 191,26380,26380,0
 192,26412,26412,0
 193,26508,26512,4
 194,26576,26584,8
 195,26628,26628,0
 196,26680,26680,0
 197,26712,26712,0
 198,26768,26768,0
 199,26804,26804,0
 200,26836,26836,0
